,Hugo_Symbol
15484,AMIGO2
15485,SPTY2D1
15486,RDH11
15487,MALT1
15488,GPLD1
15489,COL15A1
15490,RBM3
15491,SGCB
15492,WISP2
15493,NAPEPLD
15494,ST18
15495,YPEL5
15496,SLC6A13
15497,GSTA3
15498,HS3ST3B1
15499,APOBEC4
15500,PLA2G5
15501,RAMP1
15502,CCDC22
15503,EPN2
15504,PCDHA6
15505,WDR92
15506,ANKRD54
15507,LRIT2
15508,RP11-468E2.6
15509,AC025287.1
15510,FAM166B
15511,DHX33
15512,CD27
15513,SIX3
15514,NCOR1
15515,EIF4EBP3
15516,CHST8
15517,RAB7L1
15518,TIAM1
15519,SETD1B
15520,FLJ14816
15521,CHCHD2
15522,HRK
15523,C11orf68
15524,HMX2
15525,KLRG1
15526,XKR4
15527,MAP2
15528,C9orf72
15529,AC110771.1
15530,TMEM110
15531,ERGIC3
15532,WBP2NL
15533,PCYT2
15534,SLC25A28
15535,GRAPL
15536,LGALS9
15537,CTD-2215E18.1
15538,KRT76
15539,LAMC1
15540,NGF
15541,GIPC1
15542,C3orf20
15543,PIRT
15544,RAET1G
15545,TRHDE
15546,FGF9
15547,PKD2L1
15548,NEK2
15549,RSPH10B2
15550,RAB38
15551,BET1L
15552,RBM18
15553,GTF2H3
15554,MTRNR2L12
15555,ZNF608
15556,ZMYND8
15557,GLUD2
15558,MATN1
15559,ORM2
15560,GABRG3
15561,SLC19A1
15562,TM4SF5
15563,HLA-F
15564,KAT6A
15565,ITM2B
15566,CDS1
15567,C16orf45
15568,MS4A7
15569,AC008271.1
15570,CCDC108
15571,NUP35
15572,IQCF5
15573,PPP3CB
15574,C8orf44-SGK3
15575,KLRC3
15576,NNAT
15577,MORC2
15578,SPRR1B
15579,TSPAN11
15580,CALM1
15581,C19orf24
15582,ZFYVE1
15583,SUZ12
15584,CCDC154
15585,C6orf201
15586,ZNF835
15587,OVGP1
15588,MSANTD2
15589,HEATR3
15590,ADAM20
15591,ZNF214
15592,TCFL5
15593,UBAP2L
15594,C2orf50
15595,CCDC166
15596,SRGAP2
15597,EFTUD1
15598,CCNYL1
15599,ARHGDIA
15600,TEX12
15601,PFN2
15602,NIT2
15603,AC022400.2
15604,NUTM2G
15605,CUEDC2
15606,UCKL1
15607,NLRP12
15608,KCND1
15609,AP2M1
15610,GPX4
15611,AC012414.1
15612,MAGEA9
15613,TMPRSS6
15614,CCNDBP1
15615,PER3
15616,LRRC9
15617,RAB3A
15618,ARHGEF16
15619,CTSW
15620,ASB9
15621,PDGFC
15622,F3
15623,ATP13A1
15624,C9orf66
15625,IQCF6
15626,NHLH2
15627,L1TD1
15628,VASP
15629,SLC35G1
15630,TSSK4
15631,CPS1
15632,SPDL1
15633,KIAA0895L
15634,MUC4
15635,SAMHD1
15636,PDDC1
15637,UBE2I
15638,BTN3A1
15639,HINT1
15640,CMSS1
15641,CPEB2
15642,B3GAT3
15643,LILRB1
15644,YY1
15645,FAM43B
15646,HS3ST5
15647,SLC44A2
15648,LRP2BP
15649,RFC2
15650,MAN1A1
15651,FAM188A
15652,PPA2
15653,CYP2D6
15654,KDSR
15655,OR7D2
15656,MEIOB
15657,GYPE
15658,MAPK8
15659,GKAP1
15660,TANGO6
15661,MT4
15662,TLDC2
15663,CGB2
15664,PGBD5
15665,KLC3
15666,EFHB
15667,SATB2
15668,HAO1
15669,GRID1
15670,CA9
15671,ZNF547
15672,FAT2
15673,KRT2
15674,PLN
15675,GEMIN2
15676,LIPA
15677,PLA2G12A
15678,NARS
15679,SLC22A31
15680,PARPBP
15681,TRIM32
15682,SLC19A2
15683,RPS4X
15684,WIPF3
15685,LILRB4
15686,SERPINC1
15687,GPR111
15688,MRC2
15689,ANGPT2
15690,CRISPLD1
15691,MEGF8
15692,CHD9
15693,C4orf32
15694,SMN2
15695,MTERF
15696,ADCY10
15697,COPRS
15698,SAA2
15699,PAQR8
15700,ELANE
15701,GPR155
15702,LY9
15703,LRRC3C
15704,MEF2B
15705,HNRNPA1L2
15706,DCAF12L1
15707,ACSM2A
15708,DCP1A
15709,SMIM12
15710,PHOX2B
15711,RTEL1-TNFRSF6B
15712,POGK
15713,GDF1
15714,SMC5
15715,ALDH4A1
15716,NDUFA13
15717,CADM4
15718,KRIT1
15719,NUPR1
15720,MED31
15721,TRIP4
15722,RP2
15723,CEP128
15724,VPS37B
15725,ARF6
15726,SPNS1
15727,AVP
15728,NFS1
15729,C10orf12
15730,FBF1
15731,CD99
15732,PITPNM1
15733,AC006486.1
15734,CTB-134H23.2
15735,ADAM21
15736,RP11-680G10.1
15737,HIST1H2AJ
15738,PFKFB3
15739,MME
15740,C5orf52
15741,ASGR1
15742,RAG1
15743,SERPINB9
15744,SMAD2
15745,SFTPA2
15746,FNBP4
15747,MYO9A
15748,SERINC5
15749,E4F1
15750,RP11-849F2.7
15751,ACTR1A
15752,FAAH
15753,COL4A2
15754,SLC12A6
15755,TMEM109
15756,ITGB1
15757,YPEL2
15758,ZCCHC12
15759,SPPL2A
15760,EMR3
15761,FAM135A
15762,PIP
15763,DLGAP3
15764,PYDC1
15765,ADARB2
15766,AQP6
15767,STK31
15768,FUZ
15769,RALGPS2
15770,ROCK2
15771,TMEM41B
15772,B3GNT9
15773,BEST2
15774,CLIC1
15775,ADSSL1
15776,MRPL42
15777,DMBT1
15778,PTPRU
15779,CDC20B
15780,IFNA13
15781,CLOCK
15782,CAMSAP1
15783,MYL10
15784,FHL5
15785,PHC3
15786,REPIN1
15787,DNA2
15788,HLA-DRB1
15789,M1AP
15790,DHRS3
15791,CPA6
15792,GPR128
15793,GPT2
15794,MT-ATP6
15795,PLXNA3
15796,EEF1A1
15797,POLR3GL
15798,NACC1
15799,ZNF280B
15800,CD6
15801,B4GALT1
15802,PPP1R14D
15803,PROP1
15804,ANXA5
15805,PIP5K1C
15806,TMEM99
15807,SPATA22
15808,TACC2
15809,ABHD12B
15810,PDLIM3
15811,NFKBIA
15812,SIAE
15813,SPATA31A7
15814,NPY5R
15815,PRRG3
15816,C8orf34
15817,CLEC18A
15818,FXYD6
15819,HNRNPL
15820,HMGB1
15821,E2F4
15822,CCNB2
15823,TSHR
15824,CAMK1D
15825,MYL6
15826,SLC1A3
15827,SPACA3
15828,SEC63
15829,NCBP2L
15830,KIAA0754
15831,TNFAIP8L1
15832,BAI2
15833,TOE1
15834,MRPL19
15835,NCOA6
15836,MRPL47
15837,TMEM57
15838,OTOF
15839,IRS4
15840,C5orf60
15841,IFT88
15842,PPIB
15843,MAMSTR
15844,PTPLAD2
15845,ZNF346
15846,CEP95
15847,RP11-231C14.4
15848,SLC35E1
15849,KCTD6
15850,RTN4R
15851,GLRA4
15852,DHPS
15853,PPA1
15854,SPRR2G
15855,DOCK6
15856,MRPL49
15857,KIAA1731
15858,HRH4
15859,ZRANB1
15860,PHC2
15861,HEG1
15862,C12orf66
15863,MROH2B
15864,FAF2
15865,HIST3H2A
15866,C20orf197
15867,DTNA
15868,ANGPTL7
15869,ZNF408
15870,SLC39A8
15871,RENBP
15872,SYTL1
15873,SLC2A10
15874,PLA2G2D
15875,TPSD1
15876,SOWAHD
15877,STRA6
15878,EVI5L
15879,SPECC1
15880,FAM20A
15881,IPPK
15882,ZDHHC19
15883,EVI5
15884,ZNF117
15885,CSNK1E
15886,PANK1
15887,PNMA2
15888,C16orf87
15889,RHBDF1
15890,GPR37
15891,ADSS
15892,UGT2B17
15893,TLR6
15894,TMSB4Y
15895,RAD18
15896,PMF1-BGLAP
15897,PIGS
15898,MAGEA2B
15899,RBM45
15900,GMPR
15901,SKIL
15902,KIF21B
15903,NDOR1
15904,PROKR2
15905,CACNA1I
15906,KLHDC1
15907,TMCC3
15908,TNNT2
15909,VANGL2
15910,BSG
15911,ITGA2
15912,FAM214B
15913,DFNB59
15914,SELENBP1
15915,NKAIN3
15916,MNAT1
15917,C1orf123
15918,SUGP1
15919,SRSF11
15920,DUSP21
15921,SNCA
15922,TENM2
15923,RBM11
15924,CYTH4
15925,KIAA1658
15926,HLA-DOA
15927,PRPF39
15928,CTAGE5
15929,BTBD2
15930,ZFYVE28
15931,ATXN3
15932,HIST1H3B
15933,MBD3L5
15934,DHH
15935,BDNF
15936,CNNM4
15937,SUGP2
15938,LRRC2
15939,PTPDC1
15940,RIOK3
15941,CRADD
15942,CLIC4
15943,CKM
15944,ADM2
15945,GAL3ST1
15946,ODF3B
15947,ACOT13
15948,C22orf26
15949,SLC13A2
15950,C2orf72
15951,PRR15
15952,C14orf37
15953,ZBTB38
15954,XXcos-LUCA11.5
15955,PFN3
15956,UGT1A8
15957,PROM1
15958,PCOLCE
15959,HMSD
15960,SLC9A3R1
15961,WDR35
15962,SNX14
15963,RSG1
15964,ETAA1
15965,MT1HL1
15966,BST1
15967,ARIH2OS
15968,FAM219A
15969,MARCH3
15970,GATSL2
15971,APTX
15972,C20orf144
15973,CRYGN
15974,GPD2
15975,MFGE8
15976,ZNF225
15977,BACE2
15978,DOK6
15979,ATP6V1C2
15980,LIMK2
15981,SOX30
15982,RANBP17
15983,ZNF429
15984,COL13A1
15985,ZNF780A
15986,KCNF1
15987,SPINT1
15988,KRT26
15989,SP2
15990,HCN4
15991,RP11-366L20.2
15992,MAP2K6
15993,SRPK3
15994,PDCL
15995,FITM2
15996,SMARCA1
15997,KPNA6
15998,UBE2F-SCLY
15999,CLDN11
16000,SOX8
16001,WASF2
16002,HOXB2
16003,C6orf164
16004,PTN
16005,GPRC6A
16006,METTL15
16007,TMEM173
16008,PLA2G4C
16009,TBCC
16010,ZSCAN9
16011,C1orf170
16012,AC005481.5
16013,LRRC37A
16014,GLG1
16015,CYB561D1
16016,EEF2K
16017,HLA-DPB1
16018,CDH12
16019,HIGD2A
16020,NOX5
16021,AVIL
16022,NUCKS1
16023,COX17
16024,GCH1
16025,ZNF133
16026,CLN5
16027,CDH7
16028,CYB561
16029,MLLT1
16030,NDUFS2
16031,PANX2
16032,GTSF1L
16033,SPNS2
16034,SNRNP35
16035,PCNXL2
16036,SMIM14
16037,MKNK1
16038,DNAJC25
16039,RPAP3
16040,LRR1
16041,CCKAR
16042,BACH2
16043,NRIP2
16044,GLO1
16045,CENPBD1
16046,HEXA
16047,FBXO22
16048,INA
16049,METAP1
16050,TBL3
16051,UBXN10
16052,ERCC8
16053,BTBD3
16054,PITPNC1
16055,SULT1A4
16056,CLLU1
16057,CALCOCO2
16058,GSC2
16059,TMEM261
16060,RP11-536G4.1
16061,ST3GAL5
16062,GRN
16063,FKBP3
16064,MUC7
16065,DPYSL5
16066,DAZAP2
16067,C8orf74
16068,TXLNA
16069,WHSC1L1
16070,C16orf3
16071,NEO1
16072,LYRM5
16073,IFNAR1
16074,TRMT44
16075,GRIN2C
16076,MAP10
16077,AC004076.7
16078,NDUFS5
16079,RPTN
16080,PIP5KL1
16081,AQP12A
16082,NR2C2AP
16083,SCN1B
16084,MAFA
16085,CATSPERG
16086,LPAR5
16087,TFB1M
16088,HPRT1
16089,PPP2CA
16090,ANXA3
16091,CHST1
16092,RIBC2
16093,TFAP2C
16094,GTF2IRD2B
16095,SHISA5
16096,PCDHA7
16097,SUPT16H
16098,PARP14
16099,SIT1
16100,BCAR1
16101,NEIL3
16102,COQ10A
16103,TMEM38B
16104,ZRSR2
16105,LILRB2
16106,GJD2
16107,ZW10
16108,IL36RN
16109,TK2
16110,C3orf36
16111,OTUD4
16112,INHBA
16113,ATP6AP2
16114,FGA
16115,DHX35
16116,ZNF558
16117,PPFIA2
16118,C12orf79
16119,C14orf28
16120,C11orf96
16121,ARHGAP18
16122,AC006967.1
16123,IL1B
16124,C2orf73
16125,SRY
16126,BAALC
16127,ZNF669
16128,TNR
16129,RRNAD1
16130,IFT43
16131,ADRB1
16132,EVPLL
16133,DCUN1D5
16134,BTN3A2
16135,SLC17A7
16136,WDR53
16137,PDE6A
16138,TAF13
16139,SEMA4F
16140,ST6GAL1
16141,SLC34A1
16142,AL162389.1
16143,SLC25A6
16144,ZNF679
16145,RPL11
16146,FAM229A
16147,PPP1R1B
16148,DCAF5
16149,PLAC8L1
16150,MICU2
16151,CT62
16152,PPAPDC2
16153,ZNF91
16154,AVL9
16155,CACNA1A
16156,GOLGA6B
16157,GABRG2
16158,TNS3
16159,TAF1B
16160,LRRN3
16161,LAMB3
16162,CHM
16163,BCAS1
16164,LEPRE1
16165,RUNDC3A
16166,GPR161
16167,ATG4D
16168,SLC38A5
16169,DEPDC1B
16170,ATP1B2
16171,CRCP
16172,DBX2
16173,HAUS5
16174,STRN4
16175,PTCD1
16176,GPR88
16177,AMY2B
16178,STRN
16179,TMA16
16180,LRP1B
16181,KRT34
16182,FAM133A
16183,FAM27E1
16184,TPTE2
16185,ZNF860
16186,ERP27
16187,BCAR3
16188,CTAG1A
16189,NCR3LG1
16190,CBS
16191,PSMD9
16192,FSTL4
16193,AKR7A2
16194,HPS5
16195,CDC45
16196,TTYH1
16197,WAPAL
16198,ZNF197
16199,ATG9B
16200,TBC1D22A
16201,NAP1L5
16202,RAN
16203,RGS6
16204,POLR2J2
16205,SYT4
16206,NGFRAP1
16207,COX7A2L
16208,KLK13
16209,MRI1
16210,NEDD8-MDP1
16211,KIF24
16212,ZNF318
16213,CARF
16214,DLC1
16215,SPTB
16216,RBMY1E
16217,MEIG1
16218,CRYAB
16219,SP5
16220,PPP2R5B
16221,OPRL1
16222,TSR1
16223,PABPC4L
16224,EN2
16225,CXCL9
16226,SPARC
16227,EPM2A
16228,C18orf56
16229,GPN3
16230,CATSPER1
16231,CD5
16232,COG6
16233,DNAJC22
16234,ARL5B
16235,GLYR1
16236,TJAP1
16237,PCDHGA8
16238,GCNT2
16239,DHX30
16240,SIKE1
16241,FLJ20373
16242,KIAA1598
16243,NME2
16244,CRCT1
16245,RASGRP4
16246,CCDC137
16247,C20orf96
16248,CENPJ
16249,ZNF213
16250,NSFL1C
16251,MMP2
16252,PHYH
16253,HEPN1
16254,ZNF786
16255,FRMD3
16256,BOD1L1
16257,SMIM20
16258,SEMA4A
16259,ALG10B
16260,MIER1
16261,CD300LB
16262,RP11-793H13.10
16263,TSPYL4
16264,CITED2
16265,CDK5RAP3
16266,TECR
16267,CTD-2132N18.3
16268,LBR
16269,RTL1
16270,KIAA1524
16271,ZFYVE19
16272,TK1
16273,SMC1B
16274,NT5DC1
16275,CA5B
16276,NETO2
16277,PPCS
16278,ANKRD35
16279,COA5
16280,WSCD2
16281,KCNK2
16282,ENTPD8
16283,GPR107
16284,AC020907.1
16285,GJC1
16286,GPR20
16287,BIRC5
16288,STT3B
16289,CPT1B
16290,SMEK2
16291,FERMT3
16292,FCHSD2
16293,GAGE2E
16294,RP11-514P8.7
16295,TDRKH
16296,AFAP1
16297,MRC1L1
16298,CASC5
16299,SNX3
16300,ADCY7
16301,HCFC1
16302,KLHL17
16303,SERTAD4
16304,PHRF1
16305,EDNRA
16306,SH2B3
16307,TNNI3K
16308,C10orf54
16309,RNF207
16310,IL23A
16311,PCGF1
16312,RP11-408E5.4
16313,CDH5
16314,C11orf73
16315,TNFSF13B
16316,AC013449.1
16317,CLDN3
16318,SEPT10
16319,ZNF678
16320,BAZ1B
16321,CLVS1
16322,NOL4
16323,VNN1
16324,XCR1
16325,KLHDC4
16326,DSC2
16327,NXT1
16328,AGAP3
16329,LUC7L2
16330,OR2T10
16331,SLC17A5
16332,PCNT
16333,TRO
16334,OVCH1-AS1
16335,RC3H1
16336,RPS6KA1
16337,LECT1
16338,KRTAP9-4
16339,TMX2-CTNND1
16340,MLLT10
16341,MYLK2
16342,CELF1
16343,IFI27
16344,SAMD12
16345,IL31
16346,ANXA6
16347,EIF2B1
16348,DUSP28
16349,GPT
16350,RASEF
16351,ATG4C
16352,ZNF74
16353,N4BP3
16354,NAA15
16355,GCG
16356,BMP4
16357,TOM1
16358,AL353791.1
16359,EMC4
16360,ZMPSTE24
16361,TCEANC
16362,DGKA
16363,DPH5
16364,RAPH1
16365,GAGE2A
16366,DDC8
16367,ACN9
16368,TDO2
16369,TMEM185B
16370,SALL2
16371,LAMA2
16372,PRIMPOL
16373,GMPR2
16374,PRSS23
16375,EXOC8
16376,SRRT
16377,TMEM161A
16378,PITPNA
16379,D2HGDH
16380,SPDEF
16381,DUSP11
16382,BAIAP2L1
16383,NTN5
16384,CTB-50L17.14
16385,CYP1A1
16386,ACTN4
16387,RUVBL2
16388,CYP26B1
16389,CD164L2
16390,HYAL4
16391,RP11-661C8.3
16392,ZFAND4
16393,GFPT1
16394,KRR1
16395,INSRR
16396,SLC25A25
16397,ST6GALNAC2
16398,KLHDC7A
16399,WBP2
16400,FAM118A
16401,OAZ3
16402,RP11-1212A22.4
16403,OR3A3
16404,KRT33B
16405,HAUS6
16406,SERPINA4
16407,BRINP2
16408,RBP4
16409,ATPIF1
16410,NEK5
16411,PTGDS
16412,FBP1
16413,SLC8A2
16414,BNIP1
16415,OC90
16416,KCNE2
16417,NMB
16418,NFIL3
16419,HNRNPH3
16420,MLX
16421,MAT2A
16422,BCAT2
16423,ANKMY2
16424,ROS1
16425,UNC13B
16426,AL353354.2
16427,ZNF658
16428,NISCH
16429,APEX2
16430,DNMBP
16431,MINPP1
16432,KRBA1
16433,CCDC130
16434,ZFPM1
16435,CYP3A4
16436,ST6GAL2
16437,EED
16438,ZNF259
16439,DACH2
16440,FAM206A
16441,LIMD2
16442,ITIH4
16443,PPP1R37
16444,GNAL
16445,CLCN1
16446,CNTD1
16447,PTPRR
16448,AMPH
16449,FAHD2A
16450,PAXIP1-AS2
16451,ZNF700
16452,SHF
16453,CCDC23
16454,DENND3
16455,CPNE4
16456,GPS2
16457,ZMYM6
16458,OPA1
16459,PDE6B
16460,C10orf115
16461,TC2N
16462,MMS22L
16463,TRIM23
16464,KRTAP20-1
16465,STX6
16466,FAM126A
16467,KRTCAP2
16468,CYB5D1
16469,ADNP
16470,OR6B3
16471,AC020922.1
16472,CYP2C18
16473,TPTE
16474,C17orf77
16475,ALDH7A1
16476,MOK
16477,PLA2G2C
16478,NAPB
16479,WTAP
16480,ZFX
16481,RP11-247C2.2
16482,HIST1H3J
16483,SAMD4A
16484,CEACAM21
16485,CD163
16486,LGI2
16487,FERD3L
16488,RPL27
16489,ZSCAN18
16490,COMMD3-BMI1
16491,CDC34
16492,FBXW5
16493,IRF5
16494,C1QL4
16495,ADAMTS3
16496,CXorf30
16497,SERPINB7
16498,SCGB2A2
16499,NOTCH1
16500,TMEM167A
16501,KAZN
16502,METTL1
16503,PYCR1
16504,MSGN1
16505,ARRDC3
16506,NPRL2
16507,ABCC1
16508,ZNF784
16509,CHRM5
16510,VEPH1
16511,CAPN7
16512,CACNA2D4
16513,TCTN1
16514,BOLL
16515,ST6GALNAC6
16516,SREK1IP1
16517,NRCAM
16518,ARPP19
16519,KCNIP3
16520,TP53INP1
16521,RPS6KA5
16522,SHBG
16523,TRIP6
16524,PCDH9
16525,HIST1H3F
16526,WDR4
16527,B3GNT8
16528,NACA
16529,CENPL
16530,AC104809.3
16531,DLG2
16532,ATXN10
16533,NEU3
16534,SECISBP2L
16535,KLHL41
16536,PHLPP1
16537,CTD-2228K2.5
16538,RSPH3
16539,ROGDI
16540,ATCAY
16541,EID3
16542,QRFP
16543,ATP6C
16544,ACBD3
16545,RGL4
16546,COL5A2
16547,SEPT3
16548,VCY
16549,VTI1B
16550,SLC2A3
16551,RTP3
16552,NANOS1
16553,STYK1
16554,HIST1H2BG
16555,POP1
16556,H1F0
16557,ENTPD5
16558,AC008948.1
16559,MUC5B
16560,PPP6C
16561,PPIL4
16562,TRAFD1
16563,GPR160
16564,CCDC113
16565,GLDC
16566,CSTA
16567,HNF1B
16568,METTL14
16569,TAS2R38
16570,POR
16571,UBTD2
16572,RASL11B
16573,TFCP2
16574,SPATA5L1
16575,RABGAP1
16576,ARL14EP
16577,CADM3
16578,C14orf119
16579,RC3H2
16580,EXOC3L1
16581,FAM160A2
16582,WDR46
16583,EYA3
16584,SCYL1
16585,ACSL6
16586,SAT2
16587,EMC7
16588,RAX
16589,ZNF672
16590,RABGGTA
16591,C6orf226
16592,CLK4
16593,KCTD19
16594,ADPRH
16595,KIAA1671
16596,WAS
16597,SH2D7
16598,VDR
16599,MARCH4
16600,MRPS18B
16601,CNBD1
16602,EPHX1
16603,EIF2S3L
16604,SLC16A7
16605,MIB2
16606,GDF10
16607,SNTN
16608,BCL2L10
16609,CDHR3
16610,CIB4
16611,NKX1-2
16612,FAM102B
16613,ARHGAP29
16614,GUCY1B3
16615,ZNF837
16616,DCP2
16617,RP5-1021I20.4
16618,RCCD1
16619,KRTAP4-7
16620,XPO7
16621,COPG2
16622,AP4M1
16623,GTF2E1
16624,FHOD1
16625,SP3
16626,SMTNL1
16627,CRLF2
16628,DMRT1
16629,SLC39A1
16630,SYNGR4
16631,RSPO1
16632,HOGA1
16633,PURG
16634,PRADC1
16635,VCAM1
16636,KRTCAP3
16637,BRAT1
16638,PTCHD4
16639,BRWD3
16640,ABLIM3
16641,JPH4
16642,KRT86
16643,CTD-2054N24.2
16644,AP000322.54
16645,CCDC150
16646,GATA4
16647,KCNJ15
16648,ADRA2A
16649,TM4SF19
16650,VHLL
16651,DENND6A
16652,ACKR4
16653,SDCCAG8
16654,COX6B2
16655,UBE2H
16656,UNK
16657,RP11-447L10.1
16658,KIR2DL4
16659,ALDH1B1
16660,ARMC6
16661,DCDC2
16662,PNPO
16663,NBPF9
16664,PLCB2
16665,RAVER2
16666,STAT5B
16667,DNAAF3
16668,TMEM217
16669,TCTEX1D4
16670,ESCO2
16671,UQCR11
16672,SYTL5
16673,MAGEC2
16674,TMC4
16675,MYOG
16676,CKS2
16677,NAA30
16678,CALHM2
16679,SLC51B
16680,HEY1
16681,ELK1
16682,ZDHHC14
16683,F9
16684,LANCL1
16685,SMIM18
16686,DOLPP1
16687,RQCD1
16688,PTPN11
16689,FAM109A
16690,LYPD8
16691,AC009403.2
16692,AC187652.1
16693,BRIX1
16694,SLC35E2
16695,GC
16696,FKBP1C
16697,NOA1
16698,CYP46A1
16699,AFP
16700,HEXB
16701,C10orf82
16702,RASL12
16703,PRM2
16704,F11
16705,MAGEB4
16706,RASSF8
16707,MRPS14
16708,MVD
16709,VMP1
16710,NODAL
16711,HSD17B8
16712,RPH3A
16713,PRSS46
16714,LRIG3
16715,FANCL
16716,PHF21A
16717,FAM71F2
16718,PLEKHH1
16719,HAVCR2
16720,RALYL
16721,EMX2
16722,UBE2Q1
16723,NSG2
16724,ZNF649
16725,PIGR
16726,TEX11
16727,ZNF724P
16728,MICALCL
16729,RHNO1
16730,VDAC2
16731,GABRA5
16732,CDH22
16733,SCNN1A
16734,GRPEL1
16735,CTD-3105H18.14
16736,WDR93
16737,ACR
16738,GSTCD
16739,COX6B1
16740,CCDC33
16741,BACH1
16742,DEPDC7
16743,ELN
16744,AMZ1
16745,NIPSNAP1
16746,IMPDH1
16747,FAM110B
16748,ZNF750
16749,ACSM3
16750,ARPC2
16751,LY6H
16752,TRPA1
16753,GGTLC3
16754,MAPKAPK3
16755,STEAP4
16756,CRIPT
16757,DIRAS3
16758,ARFGEF2
16759,RBM22
16760,C15orf39
16761,MAATS1
16762,PIGX
16763,KCNC1
16764,KLHDC10
16765,MEI4
16766,LYRM1
16767,JAKMIP1
16768,ASPM
16769,PRDM5
16770,IQGAP2
16771,SLC27A5
16772,ZBTB42
16773,VDAC1
16774,CLYBL
16775,USP30
16776,LRRC69
16777,APOB
16778,CENPH
16779,OCRL
16780,SEMA6C
16781,BCO2
16782,WDSUB1
16783,KRTAP3-1
16784,ZNF234
16785,BTN2A2
16786,TCP11L2
16787,KRTAP19-8
16788,TBC1D24
16789,SPRR2F
16790,OXT
16791,PIN1
16792,HSPA1B
16793,EIF4A2
16794,RBL2
16795,CYP4F2
16796,HDAC3
16797,RP11-345J4.5
16798,TEX261
16799,CABS1
16800,MOSPD1
16801,HYAL2
16802,TNFAIP3
16803,SST
16804,ZC3H15
16805,KCND3
16806,MT-ND2
16807,SLC12A7
16808,KIF13A
16809,TMED3
16810,SMR3B
16811,ZC3H4
16812,CCL13
16813,EXOC7
16814,WISP3
16815,SNX5
16816,C7orf63
16817,ALOX12B
16818,PCNP
16819,ISG20
16820,NKAIN1
16821,ARR3
16822,DDX5
16823,HMBOX1
16824,RP11-831H9.11
16825,SLC7A1
16826,AC136297.1
16827,EFTUD2
16828,CLLU1OS
16829,DIRAS1
16830,NR1H4
16831,CRISPLD2
16832,FAM27A
16833,GRK6
16834,ZNF667
16835,MEMO1
16836,AFF4
16837,RP11-1070N10.3
16838,SPINK6
16839,SLC35B3
16840,C10orf32-ASMT
16841,ZDHHC16
16842,PTBP1
16843,GRXCR2
16844,PBXIP1
16845,USP28
16846,DBR1
16847,MFSD5
16848,MT-CO2
16849,TRIM24
16850,DNAH6
16851,IMPG1
16852,SERPINI2
16853,CDK11B
16854,TNNC2
16855,MRPL16
16856,DCTPP1
16857,TTLL6
16858,KIAA1217
16859,SBSN
16860,KIAA1919
16861,LPHN2
16862,DPP3
16863,ZNF471
16864,AC140061.12
16865,TIAL1
16866,BCAP29
16867,QKI
16868,ORC2
16869,MYADML2
16870,FAM126B
16871,SUGT1
16872,PPP2R2B
16873,GGPS1
16874,STUB1
16875,LTBP4
16876,LST3
16877,SSX2IP
16878,ARL13B
16879,APOC4-APOC2
16880,UGT2A3
16881,KCTD4
16882,AZGP1
16883,WNK3
16884,ZDHHC2
16885,SLC22A4
16886,PNMA6A
16887,FOXF2
16888,PTPLB
16889,C7orf61
16890,ZNF708
16891,MRGPRX1
16892,TM9SF1
16893,BCOR
16894,RPE65
16895,NCF4
16896,SH2D4B
16897,AIF1
16898,DGKH
16899,N4BP2
16900,MSH6
16901,RTP4
16902,SSX2
16903,ACTR6
16904,DESI1
16905,DDX43
16906,ENPP3
16907,YEATS2
16908,SLC35F6
16909,CYS1
16910,MORN5
16911,PRKACA
16912,ODF3
16913,MUTYH
16914,USP51
16915,SH2D1A
16916,ULK1
16917,EFCAB1
16918,GRIPAP1
16919,CENPW
16920,SKIDA1
16921,SS18L1
16922,ATP6V1G3
16923,ZNF174
16924,CTDSP1
16925,SLC12A9
16926,RP11-650K20.3
16927,TMEM181
16928,RAB11FIP2
16929,KIF26B
16930,KCNB2
16931,LAMA5
16932,TUBGCP6
16933,RBM28
16934,CD302
16935,EPC2
16936,LCE1C
16937,PPP1R14C
16938,C17orf75
16939,RP11-295K3.1
16940,GEMIN8
16941,EXOC3
16942,RAPSN
16943,EVX1
16944,ATF7
16945,TADA2B
16946,FGF11
16947,UGT2B15
16948,CYorf17
16949,RGS8
16950,BARHL2
16951,MARCH10
16952,CTD-2260A17.2
16953,ABCA4
16954,NGDN
16955,POC5
16956,APAF1
16957,SOCS3
16958,ATP8B2
16959,KLF1
16960,ARL13A
16961,ZNF114
16962,ZNF441
16963,LY6G6E
16964,AMER2
16965,PPAPDC3
16966,UBE2J1
16967,SPINK2
16968,DPYSL2
16969,HSP90AB1
16970,CPNE9
16971,SLC24A2
16972,KRT74
16973,SPATA6L
16974,PRPF4
16975,PRIM2
16976,PIK3CG
16977,RAB30
16978,NEUROG1
16979,HERC6
16980,MYO7A
16981,CBLN1
16982,USB1
16983,LIMK1
16984,FASLG
16985,TTC37
16986,IDI2
16987,OSBP2
16988,WDR36
16989,ZNF205
16990,STK16
16991,ADIPOR1
16992,CA8
16993,SLC9C2
16994,C10orf99
16995,RNF14
16996,IDO1
16997,DDTL
16998,CD86
16999,PALM2
17000,C12orf54
17001,RHOV
17002,C19orf47
17003,TBCK
17004,LARP1B
17005,C14orf93
17006,SLC13A3
17007,ZNF740
17008,GAPVD1
17009,BHLHA15
17010,AC139100.2
17011,SLC25A51
17012,SPDYE4
17013,CHMP7
17014,INPP4A
17015,MED18
